Prec_ID	Settype	District_name	District	Precint	Attached	Total_Voters	Special_voters	Turnout12	Turnout17	Turnout	Free_georgia	NDP	UNM	Just_georgia	CDM	Popular_movement	Freedom_Zviadi	Georgian_troupe	New_rights	Peoples_party	Kostava_society	Future_georgia	Georgian_workers	Labor	Sportsmens_union	GDC	Annulled
68014	Rural	წალენჯიხის	68	14		767	2	235	392	450	2	1	318	1	13	0	0	0	1	0	0	0	0	2	1	98	13
68015	Rural	წალენჯიხის	68	15		1457	5	396	806	927	1	0	498	2	19	1	0	0	1	0	0	0	0	22	1	347	35
68016	Rural	წალენჯიხის	68	16		1365	2	396	742	852	6	1	511	0	15	1	2	0	3	0	0	0	1	8	0	275	29
68017	Rural	წალენჯიხის	68	17		794	2	275	411	447	0	0	307	2	17	0	0	2	0	0	0	1	0	2	0	91	24
68018	Rural	წალენჯიხის	68	18		1404	2	247	479	555	4	3	374	1	12	0	0	0	0	0	1	0	0	6	0	139	15
68019	Rural	წალენჯიხის	68	19		1329	6	181	296	328	2	0	247	0	11	0	0	1	4	0	0	0	0	3	0	34	26
68020	Rural	წალენჯიხის	68	20		736	6	207	414	481	1	1	327	0	12	0	2	0	2	0	0	0	0	3	0	119	14
68021	Rural	წალენჯიხის	68	21		1279	2	290	606	727	2	3	469	5	14	0	0	0	7	0	1	0	0	1	0	186	39
68022	Rural	წალენჯიხის	68	22		617	8	157	235	249	0	0	193	2	8	0	0	0	0	0	0	0	0	1	0	31	0
68023	Rural	წალენჯიხის	68	23		1120	5	289	574	669	4	1	245	4	71	0	0	0	5	0	0	1	0	3	0	315	20
68024	Small-Medium(5-15K)	წალენჯიხის	68	24		1465	7	366	629	748	2	0	384	3	31	1	0	0	2	0	0	2	0	5	0	304	14
68025	Small-Medium(5-15K)	წალენჯიხის	68	25		1382	6	343	613	745	1	1	434	2	16	1	2	1	2	0	0	1	0	7	0	246	30
68026	Small-Medium(5-15K)	წალენჯიხის	68	26		1378	8	250	394	446	0	1	328	2	9	0	1	0	1	0	0	4	0	7	0	74	19
68027	Rural	წალენჯიხის	68	27		1028	8	332	565	661	3	0	338	0	9	0	2	0	1	0	0	0	0	3	0	295	10
68028	Rural	წალენჯიხის	68	28		1016	3	330	588	696	0	1	393	1	19	0	0	0	20	0	0	0	0	11	1	230	20
69001	Small-Medium(5-15K)	ჩხოროწყუს	69	1		1121	7	314	580	684	5	1	325	4	9	0	0	1	7	0	0	1	0	10	0	302	18
69002	Small-Medium(5-15K)	ჩხოროწყუს	69	2		1173	4	385	629	702	3	0	335	2	26	0	0	12	2	0	0	0	1	0	1	290	30
69003	Rural	ჩხოროწყუს	69	3		721	5	223	392	424	5	1	217	1	8	0	1	0	2	0	0	0	0	7	0	171	11
69004	Rural	ჩხოროწყუს	69	4		1060	3	327	654	750	2	3	466	2	10	0	0	2	4	1	0	0	0	7	0	233	20
69005	Rural	ჩხოროწყუს	69	5		594	3	181	372	430	0	0	243	0	13	0	0	0	2	1	0	0	0	3	0	162	6
69006	Rural	ჩხოროწყუს	69	6		1050	0	267	554	651	0	1	361	4	14	0	0	20	3	1	0	0	0	5	0	211	31
69007	Rural	ჩხოროწყუს	69	7		557	1	206	365	410	1	3	279	0	10	0	1	1	5	0	0	0	0	4	0	82	24
69008	Rural	ჩხოროწყუს	69	8		938	4	251	530	613	1	2	306	2	22	2	1	0	2	0	0	0	0	9	0	233	33
69009	Rural	ჩხოროწყუს	69	9		712	3	208	372	435	0	0	256	1	12	0	0	0	28	0	0	0	0	6	0	123	9
69010	Rural	ჩხოროწყუს	69	10		1378	5	356	715	832	1	4	440	4	28	1	1	1	2	0	0	0	0	7	0	308	35
69011	Rural	ჩხოროწყუს	69	11		1040	6	306	610	664	0	1	364	4	10	0	0	8	4	0	0	0	0	10	0	243	20
69012	Rural	ჩხოროწყუს	69	12		556	2	225	339	378	1	0	289	0	15	1	0	0	0	0	0	0	0	2	0	61	9
69013	Rural	ჩხოროწყუს	69	13		323	1	133	240	244	0	0	161	1	10	0	0	4	1	0	0	0	0	4	0	57	6
69014	Rural	ჩხოროწყუს	69	14		1192	0	442	699	784	1	2	442	1	15	1	2	1	3	1	0	0	0	3	3	269	40
69015	Rural	ჩხოროწყუს	69	15		1424	4	486	842	933	6	2	518	2	23	0	3	1	3	0	0	0	0	4	1	323	47
69016	Rural	ჩხოროწყუს	69	16		578	3	220	364	417	1	1	246	4	6	0	0	1	4	0	0	1	0	1	0	139	13
69017	Rural	ჩხოროწყუს	69	17		358	2	112	227	271	1	0	178	1	37	0	0	0	0	1	0	0	0	5	0	40	8
69018	Rural	ჩხოროწყუს	69	18		649	4	214	426	448	1	2	255	0	9	0	0	1	5	0	0	0	0	0	0	156	19
69019	Rural	ჩხოროწყუს	69	19		563	3	152	334	371	0	1	192	0	25	1	1	3	4	0	0	0	0	2	2	121	17
69020	Rural	ჩხოროწყუს	69	20		418	1	175	282	292	2	0	160	2	6	1	0	1	1	0	0	0	0	1	0	101	17
69021	Rural	ჩხოროწყუს	69	21		1434	1	250	704	879	2	2	507	3	21	1	0	0	2	0	0	0	0	9	2	286	32
69022	Rural	ჩხოროწყუს	69	22		827	3	212	478	498	10	0	253	0	18	0	0	1	2	0	1	0	0	6	0	177	30
69023	Rural	ჩხოროწყუს	69	23		663	3	221	393	435	8	1	211	1	18	1	1	0	0	0	1	0	0	3	0	175	15
69024	Rural	ჩხოროწყუს	69	24		1358	8	416	731	815	3	4	506	2	20	0	0	0	4	0	0	0	0	4	0	239	33
69025	Rural	ჩხოროწყუს	69	25		980	6	266	578	635	1	0	329	5	24	1	1	1	1	0	0	0	0	3	0	243	25
69026	Rural	ჩხოროწყუს	69	26		463	7	150	275	292	1	0	173	0	8	0	0	18	1	0	0	0	0	3	0	76	12
69027	Small-Medium(5-15K)	ჩხოროწყუს	69	27		997	10	244	533	615	2	1	277	6	13	0	3	1	6	0	0	1	0	5	2	282	16
70001	Medium-Large(40-100K)	ფოთის	70	1		1444	12	384	758	852	1	0	247	3	18	0	0	0	4	0	0	0	0	8	0	556	15
70002	Medium-Large(40-100K)	ფოთის	70	2		844	10	280	489	522	4	0	146	0	12	0	0	1	2	0	0	0	0	4	0	344	9
70003	Medium-Large(40-100K)	ფოთის	70	3		1143	6	341	630	696	0	0	203	1	26	1	0	0	4	1	0	0	1	12	1	431	15
70004	Medium-Large(40-100K)	ფოთის	70	4		1109	11	363	661	730	1	0	179	3	11	1	0	1	1	0	0	0	0	6	0	513	14
70005	Medium-Large(40-100K)	ფოთის	70	5	6	1519	175	414	889	1164	2	3	459	2	27	0	2	2	2	1	0	0	0	6	0	635	23
70007	Medium-Large(40-100K)	ფოთის	70	7		1336	11	300	682	777	1	0	300	5	14	0	0	0	0	0	0	0	1	7	0	422	27
70008	Medium-Large(40-100K)	ფოთის	70	8		1534	8	459	891	985	4	0	239	5	29	0	1	0	8	0	1	0	0	15	0	663	19
70009	Medium-Large(40-100K)	ფოთის	70	9		1529	7	467	854	924	0	0	201	0	24	0	1	1	1	0	0	0	1	14	2	652	27
70010	Medium-Large(40-100K)	ფოთის	70	10		1571	6	410	761	884	6	0	321	4	34	0	1	5	2	0	0	0	0	12	0	471	28
70011	Medium-Large(40-100K)	ფოთის	70	11		1379	8	295	770	884	6	2	291	0	20	0	2	2	1	0	0	0	0	11	0	532	17
70012	Medium-Large(40-100K)	ფოთის	70	12		1496	8	388	799	920	5	0	269	0	13	0	0	1	1	0	0	0	0	8	2	612	9
70013	Medium-Large(40-100K)	ფოთის	70	13		1130	9	352	674	740	1	0	171	5	19	1	1	0	1	1	2	0	0	12	0	518	8
70014	Medium-Large(40-100K)	ფოთის	70	14		1569	9	363	767	873	1	0	255	2	13	0	0	0	2	0	0	0	0	5	0	565	27
70015	Medium-Large(40-100K)	ფოთის	70	15		1306	5	352	681	769	6	2	242	1	15	0	1	1	3	0	1	0	0	4	1	472	19
70016	Medium-Large(40-100K)	ფოთის	70	16		1617	6	436	764	856	2	0	313	2	42	1	1	3	10	0	0	0	0	9	1	448	23
70017	Medium-Large(40-100K)	ფოთის	70	17		803	10	237	429	487	0	0	177	1	21	0	0	0	1	0	0	0	0	7	0	269	11
70018	Medium-Large(40-100K)	ფოთის	70	18		1612	7	413	806	900	3	2	353	0	37	1	1	2	5	1	0	0	1	10	1	460	23
70019	Medium-Large(40-100K)	ფოთის	70	19		1552	8	466	786	898	3	0	338	3	22	1	0	1	6	0	1	0	0	9	1	487	26
70020	Medium-Large(40-100K)	ფოთის	70	20		1206	4	383	623	693	1	0	250	2	30	0	2	1	3	0	0	1	0	17	1	370	15
70021	Medium-Large(40-100K)	ფოთის	70	21		1472	5	322	651	732	0	0	318	3	41	0	2	1	5	0	0	1	0	23	0	310	28
70022	Medium-Large(40-100K)	ფოთის	70	22		1367	12	190	328	386	0	1	143	1	8	0	0	0	1	0	0	0	0	5	1	210	16
70023	Medium-Large(40-100K)	ფოთის	70	23		1292	11	314	696	782	5	1	213	0	26	0	0	0	0	1	0	1	0	6	2	512	13
70024	Medium-Large(40-100K)	ფოთის	70	24		1186	11	362	690	730	0	1	222	0	19	0	0	0	2	0	0	0	1	10	1	383	91
70025	Medium-Large(40-100K)	ფოთის	70	25	32	577	496	172	308	830	0	1	624	1	19	0	0	0	0	0	0	0	0	5	0	164	16
70026	Medium-Large(40-100K)	ფოთის	70	26		1051	13	259	486	574	2	2	263	3	20	0	1	0	0	0	0	0	0	3	0	273	7
70027	Medium-Large(40-100K)	ფოთის	70	27		1159	8	300	637	718	2	0	217	4	22	2	0	1	0	1	0	0	0	6	0	436	27
70028	Medium-Large(40-100K)	ფოთის	70	28		1508	6	431	807	888	6	0	313	1	32	0	1	0	8	0	1	1	1	19	0	490	15
70029	Medium-Large(40-100K)	ფოთის	70	29		1305	11	359	691	800	1	0	272	3	29	0	1	1	4	0	0	0	0	14	0	455	20
70030	Medium-Large(40-100K)	ფოთის	70	30		1431	13	361	760	825	1	2	177	2	22	0	0	0	0	0	0	0	0	9	0	598	14
70031	Medium-Large(40-100K)	ფოთის	70	31		1200	9	286	649	740	1	0	140	6	14	0	0	3	7	0	1	0	0	9	1	532	26
70033	Medium-Large(40-100K)	ფოთის	70	33		957	6	279	443	476	3	0	287	2	16	0	0	1	0	0	0	0	0	7	0	137	23
70034	Medium-Large(40-100K)	ფოთის	70	34		1361	7	351	573	613	0	0	432	2	22	0	0	0	1	0	0	1	0	6	0	122	26
79001	Large (>100K)	ბათუმის	79	1		1379	12	253	630	784	5	3	185	0	21	0	0	3	1	1	0	0	0	8	0	524	25
79002	Large (>100K)	ბათუმის	79	2		1337	12	285	675	784	4	0	215	0	8	0	0	0	3	0	3	0	0	10	0	509	32
79003	Large (>100K)	ბათუმის	79	3		1478	10	205	579	792	4	0	233	3	14	0	0	3	2	1	0	1	0	10	0	495	18
79004	Large (>100K)	ბათუმის	79	4		1463	12	331	654	776	4	1	215	1	10	0	0	1	4	0	0	0	0	13	0	450	77
79005	Large (>100K)	ბათუმის	79	5		544	12	96	193	217	1	0	74	0	4	0	0	1	0	0	0	0	0	5	0	127	5
79006	Large (>100K)	ბათუმის	79	6		1470	12	397	858	975	18	0	258	5	32	0	0	0	0	0	9	3	0	10	0	612	28
79007	Large (>100K)	ბათუმის	79	7		1218	10	301	633	728	1	0	145	0	7	0	0	5	4	0	0	1	0	4	1	546	14
79008	Large (>100K)	ბათუმის	79	8		1214	11	281	677	781	3	0	207	2	9	0	4	15	3	0	0	0	0	4	1	515	18
79009	Large (>100K)	ბათუმის	79	9		1326	13	281	650	795	7	1	169	1	11	1	0	0	7	0	1	0	0	10	0	576	11
79010	Large (>100K)	ბათუმის	79	10		1459	10	290	748	893	2	2	227	0	9	1	0	8	2	0	1	0	0	14	2	605	18
79011	Large (>100K)	ბათუმის	79	11		1497	11	307	745	894	4	1	207	3	14	0	0	3	2	0	0	0	0	9	1	636	14
79012	Large (>100K)	ბათუმის	79	12		1348	11	334	700	796	4	1	194	1	14	0	0	3	6	0	1	0	0	10	0	535	26
79013	Large (>100K)	ბათუმის	79	13		1475	11	254	672	858	9	0	169	0	4	0	0	9	4	0	0	0	0	7	0	636	20
79014	Large (>100K)	ბათუმის	79	14		1438	13	325	752	892	2	0	235	0	20	0	0	1	0	0	0	0	0	6	0	593	35
79015	Large (>100K)	ბათუმის	79	15	105	1468	1240	290	715	1843	4	1	1122	1	22	0	0	2	2	0	0	0	0	7	0	660	21
79016	Large (>100K)	ბათუმის	79	16		1479	11	423	844	977	7	1	268	1	16	0	0	1	5	0	3	0	1	11	1	640	20
79017	Large (>100K)	ბათუმის	79	17		1427	10	337	749	877	3	0	210	1	18	0	0	0	2	0	2	0	0	10	0	619	12
79018	Large (>100K)	ბათუმის	79	18		1501	10	380	765	868	10	0	235	1	14	0	0	2	0	0	0	1	0	9	0	573	23
79019	Large (>100K)	ბათუმის	79	19		1436	11	304	727	820	2	1	208	0	22	1	1	2	3	1	0	1	0	6	2	543	27
79020	Large (>100K)	ბათუმის	79	20		1513	10	315	673	793	3	1	233	1	12	1	0	1	2	0	30	1	0	12	0	476	20
79021	Large (>100K)	ბათუმის	79	21		1516	11	252	645	825	6	0	203	1	22	1	1	0	1	0	0	0	0	8	1	560	21
79022	Large (>100K)	ბათუმის	79	22		1279	13	321	644	751	1	0	236	1	20	1	0	0	4	0	1	0	0	2	1	469	15
79023	Large (>100K)	ბათუმის	79	23		1231	12	307	614	689	1	0	214	1	16	0	0	0	1	1	0	0	0	15	0	424	15
79024	Large (>100K)	ბათუმის	79	24		1417	5	307	678	767	4	0	232	2	13	0	2	0	0	0	0	0	0	9	1	483	21
79025	Large (>100K)	ბათუმის	79	25		1438	9	349	705	801	2	1	204	1	23	0	0	0	2	0	2	0	0	6	0	536	23
79026	Large (>100K)	ბათუმის	79	26		1457	8	247	608	764	0	0	243	0	23	0	0	1	0	0	0	0	0	10	1	464	22
79027	Large (>100K)	ბათუმის	79	27		1298	9	318	638	735	1	0	218	0	15	0	0	2	0	0	0	1	0	8	0	471	16
79028	Large (>100K)	ბათუმის	79	28		1229	12	272	623	721	5	0	213	0	19	0	0	1	3	0	1	0	0	9	0	454	16
79029	Large (>100K)	ბათუმის	79	29		1450	10	250	734	882	8	0	168	1	23	1	0	7	4	0	1	0	0	12	0	634	23
79030	Large (>100K)	ბათუმის	79	30		1469	13	237	669	846	6	0	205	1	18	0	2	5	3	0	1	0	0	13	0	567	25
79031	Large (>100K)	ბათუმის	79	31		1463	8	339	709	848	2	1	215	0	21	0	0	1	3	0	1	0	0	10	0	570	23
79032	Large (>100K)	ბათუმის	79	32		1300	11	261	625	737	6	0	198	2	15	0	0	1	4	0	0	1	1	9	0	488	11
79033	Large (>100K)	ბათუმის	79	33		1468	8	324	735	855	7	2	210	0	13	1	0	3	2	0	6	0	0	11	3	562	35
79034	Large (>100K)	ბათუმის	79	34		1518	9	391	773	871	6	0	233	0	13	0	0	3	4	0	1	0	0	9	0	574	28
79035	Large (>100K)	ბათუმის	79	35		1464	11	292	658	828	2	2	233	3	15	0	0	3	2	0	0	0	0	10	0	542	16
79036	Large (>100K)	ბათუმის	79	36		1392	10	364	737	854	0	0	257	2	17	0	1	0	7	1	2	0	0	12	2	529	22
79037	Large (>100K)	ბათუმის	79	37		1297	11	290	684	788	2	0	171	0	21	0	0	1	1	0	0	0	0	10	0	571	11
79038	Large (>100K)	ბათუმის	79	38		1347	34	301	682	871	1	1	178	0	10	0	0	3	2	0	0	0	0	19	0	633	24
79039	Large (>100K)	ბათუმის	79	39		1434	12	320	740	848	5	0	211	2	24	0	1	2	2	0	1	0	1	14	0	565	20
79040	Large (>100K)	ბათუმის	79	40		1373	8	246	678	872	8	0	228	3	20	0	0	0	5	0	0	0	0	20	2	558	28
79041	Large (>100K)	ბათუმის	79	41		1223	8	334	634	737	3	1	214	2	22	0	0	2	16	0	0	0	0	14	1	442	20
79042	Large (>100K)	ბათუმის	79	42		1353	12	304	700	820	1	0	253	4	23	0	0	1	1	1	0	1	0	15	0	500	20
79043	Large (>100K)	ბათუმის	79	43		923	6	255	490	545	2	0	178	0	13	0	0	0	8	0	0	0	0	6	0	330	8
79044	Large (>100K)	ბათუმის	79	44		1477	10	274	682	806	3	0	220	0	17	0	0	2	0	0	1	0	0	13	0	520	22
79045	Large (>100K)	ბათუმის	79	45		1399	8	280	688	802	6	0	199	0	14	0	1	1	3	0	1	0	0	3	0	560	12
79046	Large (>100K)	ბათუმის	79	46		1389	13	285	655	775	1	0	177	1	16	0	1	6	3	0	0	1	0	8	2	538	21
79047	Large (>100K)	ბათუმის	79	47		1087	10	299	580	631	1	0	147	4	14	1	0	4	3	0	0	0	0	3	2	439	13
79048	Large (>100K)	ბათუმის	79	48		1362	9	250	632	722	4	2	150	1	8	0	0	4	4	0	2	0	0	6	2	510	29
79049	Large (>100K)	ბათუმის	79	49		1307	9	265	671	786	10	2	183	0	8	1	0	11	2	0	0	0	0	11	0	520	38
79050	Large (>100K)	ბათუმის	79	50		1489	11	278	709	889	0	0	289	1	19	0	0	1	2	0	0	1	0	13	0	531	28
79051	Large (>100K)	ბათუმის	79	51		1335	13	240	640	754	5	0	200	0	12	0	0	1	5	0	0	2	0	13	0	493	23
79052	Large (>100K)	ბათუმის	79	52		1415	8	291	740	885	3	0	186	1	12	4	0	24	4	0	0	1	0	12	0	606	32
79053	Large (>100K)	ბათუმის	79	53	107	1316	250	325	739	1412	7	1	719	1	10	0	0	8	4	0	0	1	0	14	1	625	18
79054	Large (>100K)	ბათუმის	79	54		1357	8	346	768	861	3	0	191	1	17	0	1	3	3	0	1	0	0	6	2	623	10
79055	Large (>100K)	ბათუმის	79	55		950	13	233	496	563	0	1	210	0	6	0	0	1	1	0	2	0	0	6	1	321	13
79056	Large (>100K)	ბათუმის	79	56		1488	7	372	791	909	2	0	224	1	16	0	1	9	2	0	1	0	0	11	0	617	25
79057	Large (>100K)	ბათუმის	79	57		1428	10	326	703	846	1	3	181	2	20	0	0	0	0	0	1	0	0	18	0	599	21
79058	Large (>100K)	ბათუმის	79	58		1347	12	324	689	804	3	1	198	2	19	0	1	2	1	0	0	0	0	9	1	551	16
79059	Large (>100K)	ბათუმის	79	59		1310	8	294	656	799	0	0	254	0	18	0	0	1	31	0	0	1	0	9	1	459	25
79060	Large (>100K)	ბათუმის	79	60		1386	10	305	656	789	4	0	221	0	14	0	1	0	4	0	0	0	0	5	0	519	21
79061	Large (>100K)	ბათუმის	79	61		1191	10	286	562	622	1	0	228	2	14	0	0	0	0	0	1	1	0	9	0	346	20
79062	Large (>100K)	ბათუმის	79	62		1325	12	327	649	732	3	0	203	0	19	0	0	1	1	0	4	0	0	10	2	472	17
79063	Large (>100K)	ბათუმის	79	63		1506	8	310	742	859	3	3	191	1	13	0	1	0	4	0	0	0	0	14	1	606	21
79064	Large (>100K)	ბათუმის	79	64		1453	13	336	731	860	2	0	251	0	19	0	0	0	4	0	0	0	0	11	0	553	20
79065	Large (>100K)	ბათუმის	79	65		1489	10	340	789	917	4	1	281	2	15	0	0	0	7	1	1	0	0	12	0	578	15
79066	Large (>100K)	ბათუმის	79	66		1152	11	210	560	644	1	0	167	0	10	0	0	0	2	1	0	1	0	7	1	433	20
79067	Large (>100K)	ბათუმის	79	67		1418	12	323	661	757	1	0	237	7	29	1	0	0	2	0	0	0	0	6	0	450	24
79068	Large (>100K)	ბათუმის	79	68		1432	10	322	786	899	0	2	254	1	18	1	1	0	6	0	4	0	0	3	0	590	19
79069	Large (>100K)	ბათუმის	79	69		934	13	241	525	590	1	1	153	1	16	0	2	0	0	0	6	2	0	8	0	396	2
79070	Large (>100K)	ბათუმის	79	70		795	11	214	425	463	1	1	137	0	12	0	0	1	2	0	0	2	0	7	0	290	10
79071	Large (>100K)	ბათუმის	79	71		1477	10	396	744	823	5	1	181	0	13	0	0	3	2	0	0	0	0	11	0	589	18
79072	Large (>100K)	ბათუმის	79	72		1478	12	245	674	811	6	0	153	3	13	0	0	1	12	0	0	0	0	11	2	597	13
79073	Large (>100K)	ბათუმის	79	73		1442	13	325	714	828	3	2	184	1	13	0	0	3	0	0	1	8	0	0	1	591	21
79074	Large (>100K)	ბათუმის	79	74		778	13	18	43	57	0	0	19	0	4	0	0	2	0	0	0	0	0	1	0	30	1
79075	Large (>100K)	ბათუმის	79	75		856	11	240	480	557	1	1	136	2	4	0	0	0	0	0	0	0	0	5	1	388	19
79076	Large (>100K)	ბათუმის	79	76		1475	8	257	715	868	5	0	204	0	8	0	0	0	2	0	0	0	0	9	0	624	16
79077	Large (>100K)	ბათუმის	79	77	106	972	584	229	508	1185	3	0	730	2	12	0	0	1	0	0	1	0	0	9	0	404	23
79078	Large (>100K)	ბათუმის	79	78		1036	4	310	550	612	0	0	168	3	16	0	0	0	1	0	1	0	0	6	1	410	6
79079	Large (>100K)	ბათუმის	79	79		1240	5	313	686	770	2	0	243	0	16	0	0	1	0	0	1	0	0	6	0	477	21
79080	Large (>100K)	ბათუმის	79	80		828	13	26	61	73	1	0	19	0	3	0	0	1	1	0	0	0	0	1	0	46	1
79081	Large (>100K)	ბათუმის	79	81		1195	8	240	580	694	2	1	198	1	6	0	0	0	0	1	0	1	0	8	1	455	17
79082	Large (>100K)	ბათუმის	79	82		648	7	138	327	380	0	0	89	0	10	0	0	1	0	0	0	0	0	4	0	267	9
79083	Large (>100K)	ბათუმის	79	83		1246	6	230	525	641	1	0	161	0	6	0	1	1	3	0	0	0	0	6	2	450	7
79084	Large (>100K)	ბათუმის	79	84		890	11	190	447	513	0	1	151	0	7	0	0	1	1	0	0	0	0	5	0	340	7
79085	Large (>100K)	ბათუმის	79	85	108	1121	220	389	706	795	0	0	310	0	23	0	0	0	2	0	0	2	0	8	1	434	14
79086	Large (>100K)	ბათუმის	79	86		748	11	220	422	496	2	0	149	0	14	1	0	0	3	0	0	0	0	0	0	323	4
79087	Large (>100K)	ბათუმის	79	87		1388	10	325	722	903	2	0	339	1	12	0	0	0	2	0	0	1	0	8	1	515	13
79088	Large (>100K)	ბათუმის	79	88		1196	11	265	611	683	0	0	229	0	9	0	0	0	0	0	0	0	0	8	0	429	8
79089	Large (>100K)	ბათუმის	79	89		1230	7	339	688	807	2	0	226	1	9	0	0	1	1	0	0	0	0	10	0	534	22
79090	Large (>100K)	ბათუმის	79	90		1283	11	321	575	661	0	1	154	2	10	0	0	0	0	0	0	1	0	9	0	473	8
79091	Large (>100K)	ბათუმის	79	91		1530	5	372	876	1051	3	2	273	0	13	0	0	0	9	0	0	0	0	4	0	651	96
79092	Large (>100K)	ბათუმის	79	92		1329	1	393	853	947	1	3	292	2	29	0	0	0	14	0	0	0	0	8	1	580	17
79093	Large (>100K)	ბათუმის	79	93		854	15	252	484	543	5	0	147	0	9	0	0	0	1	0	0	0	0	6	0	362	13
79094	Large (>100K)	ბათუმის	79	94		1166	9	364	681	781	3	1	246	19	21	0	0	1	1	0	0	0	0	12	0	455	15
79095	Large (>100K)	ბათუმის	79	95		1128	4	300	646	754	3	0	196	1	13	0	0	0	0	0	2	0	0	9	0	515	15
79096	Large (>100K)	ბათუმის	79	96		1474	5	358	703	837	1	0	352	2	30	0	0	0	5	0	1	0	0	17	1	408	18
79097	Large (>100K)	ბათუმის	79	97		1463	6	273	699	843	2	0	210	2	12	0	0	0	1	0	1	0	0	11	0	575	29
79098	Large (>100K)	ბათუმის	79	98		1196	13	0	643	749	2	0	178	0	16	0	0	0	2	0	0	0	0	8	0	500	39
79099	Large (>100K)	ბათუმის	79	99		1231	5	331	666	765	1	1	234	0	19	1	0	0	1	0	0	0	1	4	1	489	13
79100	Large (>100K)	ბათუმის	79	100		829	8	162	420	530	3	1	117	0	8	0	0	0	5	0	0	0	1	2	0	381	11
79101	Large (>100K)	ბათუმის	79	101		429	98	188	330	363	1	0	190	1	4	0	0	2	0	0	0	1	0	4	0	155	5
79102	Large (>100K)	ბათუმის	79	102		1539	8	290	617	702	1	0	497	0	15	0	0	0	3	0	1	0	1	14	0	137	32
79103	Large (>100K)	ბათუმის	79	103		1514	13	361	730	812	2	1	284	2	22	0	0	0	4	0	0	0	0	5	1	475	16
79104	Large (>100K)	ბათუმის	79	104		1396	12	334	709	797	3	0	174	1	21	1	0	0	1	1	0	0	0	4	1	550	40
80001	Small (<5K)	ქედის	80	1		1311	28	268	729	929	1	1	421	7	27	0	0	0	11	0	3	0	0	6	0	426	26
80002	Small (<5K)	ქედის	80	2		829	9	178	470	587	0	1	331	2	25	0	0	0	11	0	1	0	0	4	0	201	11
80003	Rural	ქედის	80	3		301	3	117	237	248	0	0	127	0	11	0	0	0	1	0	0	0	0	2	0	97	10
80004	Rural	ქედის	80	4		478	2	115	318	347	0	0	164	1	29	0	0	0	3	0	0	0	0	8	0	139	3
80005	Rural	ქედის	80	5		284	3	76	201	225	0	0	113	2	5	0	0	1	4	0	0	0	0	2	0	97	1
80006	Rural	ქედის	80	6		426	1	78	213	260	0	0	111	1	11	0	0	0	3	0	0	0	0	4	0	124	3
80007	Rural	ქედის	80	7		332	1	79	188	240	0	1	106	0	20	0	0	0	0	0	0	0	1	1	0	109	2
80008	Rural	ქედის	80	8		287	2	100	180	212	1	2	99	1	6	0	0	0	2	1	0	0	0	1	0	94	5
80009	Rural	ქედის	80	9		307	1	81	171	206	0	1	115	0	7	0	0	0	0	0	0	0	0	2	0	75	6
80010	Rural	ქედის	80	10		621	1	118	340	419	2	0	201	1	14	0	0	0	7	0	0	0	0	2	1	185	6
80011	Rural	ქედის	80	11		355	4	133	263	296	0	0	100	0	9	0	0	0	13	0	0	0	0	3	0	161	10
80012	Rural	ქედის	80	12		411	2	113	267	317	0	0	132	5	17	0	0	0	1	0	0	1	0	4	0	133	24
80013	Rural	ქედის	80	13		469	2	95	270	332	1	0	106	9	21	0	2	0	0	0	0	0	0	3	0	178	12
80014	Rural	ქედის	80	14		675	3	224	460	491	0	1	192	2	16	0	0	0	6	0	0	0	0	8	1	239	25
80015	Rural	ქედის	80	15		566	1	115	333	375	7	0	148	0	19	0	0	0	6	0	0	0	0	2	2	170	21
80016	Rural	ქედის	80	16		756	1	173	477	531	1	0	144	0	28	0	0	0	6	0	0	0	0	5	0	317	29
80017	Rural	ქედის	80	17		540	3	172	366	398	1	0	144	1	20	0	0	0	5	0	0	0	0	3	0	215	9
80018	Rural	ქედის	80	18		900	2	203	550	658	1	1	394	3	25	0	0	0	1	0	0	0	0	4	0	211	18
80019	Rural	ქედის	80	19		178	4	37	121	140	0	0	99	1	2	0	0	0	1	0	0	0	0	1	0	36	0
80020	Rural	ქედის	80	20		498	2	137	340	377	0	0	243	2	6	0	0	0	0	0	0	0	0	5	0	108	13
80021	Rural	ქედის	80	21		275	0	86	204	223	0	0	136	1	5	0	0	0	0	0	0	0	0	4	0	75	2
80022	Rural	ქედის	80	22		517	1	153	349	387	1	0	186	0	14	0	0	0	5	0	0	0	0	3	0	164	14
80023	Rural	ქედის	80	23		428	3	134	286	319	1	0	142	1	19	0	0	0	0	1	0	0	0	2	0	141	12
80024	Rural	ქედის	80	24		242	2	88	142	175	0	0	101	0	3	0	0	0	3	0	0	0	0	2	0	65	1
80025	Rural	ქედის	80	25		522	0	166	305	382	0	1	189	0	12	0	0	0	0	0	0	0	0	1	0	173	6
80026	Rural	ქედის	80	26		547	2	179	340	387	0	0	126	1	12	0	0	0	4	0	0	0	0	2	0	231	11
80027	Rural	ქედის	80	27		559	3	125	292	362	1	0	180	2	6	0	0	0	3	0	0	0	0	3	0	156	11
80028	Rural	ქედის	80	28		388	4	87	225	305	0	0	162	3	15	0	0	0	4	0	0	0	0	4	0	113	4
80029	Rural	ქედის	80	29		910	3	186	469	575	1	1	258	0	19	0	0	0	6	0	0	0	0	5	0	275	10
